342,465,807
74809740870974447107390000653981757644821140090198258850441993714786,632381566641445299674199437237750070395461242574230559115608998313,75442122437615892407064200091219507715216601332772489409557602713099
8906833878128338979,46834243056310913311619,46843149890189041650598
6310467779,13794552,6324262331
8161651441827131365477831,22168189636372198861051955329891081929724329111680022313245163169087,22168189636372198861051955329891081929724337273331464140376528646918
3049425101476041113393663412675497393298117243741699014601181303980248490761,27812591764475765718439113100110956320613624765562084464668,3049425101476041141206255177151263111737230343852655335214806069542332955429
8425251010800669956790,8348016,8425251010800678304806
319,46934,47253
44978202115892531130648,625325836423859821690297874929906026342762467027993348454397166771999787102,625325836423859821690297874929906026342762467027993393432599282664530917750
606340245145258212976478535405538488826025278615091944059475,381380886264067338986786347814831433504708920941890075036161149111566683604778557294423,381380886264067338986786348421171678649967133918368610441699637937591962219870501353898
63,7832249274,7832249337
872905,93571,966476
229707965117311,2411513170648919532873469009390,2411513170648919762581434126701
84989949626150382011936835977671038610678793302944332952238367076787313606210068677116790442,351752411153240257037443669378538844886323891740303402966890404370815668087897206197691,84990301378561535252193873421340417149523679626836073255641333967191684421878156574322988133
12082790472413004,8400230480372342,20483020952785346
231016848,491197814,722214662
22897474465805368789419602806952,3978942622095699109980156896836472832948139174163508857073616668111295904659835032788275,3978942622095699109980156896836472832948139174163508857096514142577101273449254635595227
8306373629499057559308809624203181070467562511586677330620716495,8020135357461820156597867778877899226312602855588684129426126760802724215443465,8020135357461828462971497277935458535122227058769754596988638347480054836159960
23435,75491944,75515379
42501345322,863205139,43364550461
2978758,1796105859615504927642696082649818126641061049769275794307838990606720977398,1796105859615504927642696082649818126641061049769275794307838990606723956156
9801821521846853537358781024359623071506302906790048660766,74719798971348956117916895517532481132149264944891189156995592759769255,74719798971358757939438742371069839913173624567962695459902382808430021
41385157,680704243964,680745629121
4568,42595479,42600047
86910300,2000405738522553596647029735295689983893728346769603070518352332,2000405738522553596647029735295689983893728346769603070605262632
11078647803541361521502924558935590884452493260479993513300134952915791,7699579424193679620549776958883890292294721229216791420677137604042393550285285772085780368175014,7699579424193679620549776969962538095836082750719715979612728488494886810765279285385915321090805
603100,32208061,32811161
45,4115,4160
184039568592089270626309707558,242695768763721239267463970588114026502519537867286527289835358253441109956639,242695768763721239267463970588114026502519537867470566858427447524067419664197
3603089566286165456705556730252649040823194002602176443377569417225166410,97507205649817086788706126109629931491075816537639574446433430948971756432365087857904498447008,97507205649817086788709729199196217656532522094369827095474254142974358608808465427321723613418
1597913799446042077074984,9431625581394252814021,1607345425027436329889005
4193679,22165,4215844
563426921992070294472855589619193762400946529709,3838309761407,563426921992070294472855589619193766239256291116
69586596799302373570023329729159936171731245426539291603080030350073321479393094849877074,77929969203290112174433897339054571469852794658657709218656075919894051836943888,69586596877232342773313441903593833510785816896392086261737739568729397399287146686820962
648692960777954923947,87581212383278759116,736274173161233683063
38741547,36252,38777799
9524024584742681821707963877421740421084499866238094285782340587058697456,7304981414831391,9524024584742681821707963877421740421084499866238094285789645568473528847
20486247373736778767286416813039442711214104731892349061550372,2372794095166874352145723979083985349290989019129725645734693568952951806045601,2372794095166874372631971352820764116577405832169168356948798300845300867595973
50559119314799523884085204,7853031147922038796139,50566972345947445922881343
3890943,97202030954,97205921897
13315981744668930161887278304094907282458,54991754,13315981744668930161887278304094962274212
52292837145942348715097686983669503762678211796002039,120431157573057032783250830384564275209326408782936862598248365905938067502321769434165695330648,120431157573057032783250830384564275209326461075774008540597081003625051171825532112377491332687
611927342859982644,20160637161874207,632087980021856851
20414653427,4463483,20419116910
81700572276428,665454588976043712615915269196795554034405703001349349397024,665454588976043712615915269196795554034405703083049921673452
3654796434779992250660989692075303121239314430663895708569763006347513,317521852448283998217642279032244156915946759052613690534363883248738879415739981743224296,317521852448283998221297075467024149166607748744688993655603197679402775124309744749571809
586298764461433551352,52434240482155682,586351198701915707034
47299144385,788,47299145173
